subject,run,state,rec,R
S008,R12,task,S008R12,0.8548229833942617
S008,R13,task,S008R13,0.8206786557381847
S008,R14,task,S008R14,0.7474217008677038
S009,R01,eyes_open,S009R01,0.7272879973022452
S009,R02,eyes_closed,S009R02,0.7716317378045577
S009,R03,task,S009R03,0.6889825209897533
S009,R04,task,S009R04,0.8625993877687008
S009,R05,task,S009R05,0.7975289226946305
S009,R06,task,S009R06,0.8197719046262915
S009,R07,task,S009R07,0.7665485272930287
S009,R08,task,S009R08,0.7149796091857579
S009,R09,task,S009R09,0.8112673396091296
S009,R10,task,S009R10,0.8682204175381559
S009,R11,task,S009R11,0.7613319905014448
S009,R12,task,S009R12,0.8601803902938889
S009,R13,task,S009R13,0.8801450609466884
S009,R14,task,S009R14,0.6429925213837728
S010,R01,eyes_open,S010R01,0.7235984027344269
S010,R02,eyes_closed,S010R02,1.001288638141994
S010,R03,task,S010R03,0.8228473260882174
S010,R04,task,S010R04,0.7128256570160565
S010,R05,task,S010R05,0.6839515783629551
S010,R06,task,S010R06,0.682192211612077
S010,R07,task,S010R07,0.9189392067030143
S010,R08,task,S010R08,0.813128399409587
S010,R09,task,S010R09,0.857497645900297
S010,R10,task,S010R10,0.7357414306477665
S010,R11,task,S010R11,0.8672579741239032
S010,R12,task,S010R12,0.8013359791967433
S010,R13,task,S010R13,0.8485106619006805
S010,R14,task,S010R14,0.7544927388136211
S011,R01,eyes_open,S011R01,0.7053179836657747
S011,R02,eyes_closed,S011R02,0.8213628677272398
S011,R03,task,S011R03,0.8185854357937986
S011,R04,task,S011R04,0.7881328594679382
S011,R05,task,S011R05,0.6565337992208512
S011,R06,task,S011R06,0.770219466450096
S011,R07,task,S011R07,0.9066485961218645
S011,R08,task,S011R08,0.7748235589215323
S011,R09,task,S011R09,0.8245726455746464
S011,R10,task,S011R10,0.7707421107224548
S011,R11,task,S011R11,0.8626163748120361
S011,R12,task,S011R12,0.8563733603407333
S011,R13,task,S011R13,0.7632504342901426
S011,R14,task,S011R14,0.701405520056801
S012,R01,eyes_open,S012R01,0.6782478801691515
S012,R02,eyes_closed,S012R02,0.4950010340210395
S012,R03,task,S012R03,0.7341353206289234
S012,R04,task,S012R04,0.7057575260567539
S012,R05,task,S012R05,0.7718104987789778
S012,R06,task,S012R06,0.6469104489391844
S012,R07,task,S012R07,0.8272062370883968
S012,R08,task,S012R08,0.6087556838259176
S012,R09,task,S012R09,0.7047203787965522
S012,R10,task,S012R10,0.7643875250060824
S012,R11,task,S012R11,0.8092192505467504
S012,R12,task,S012R12,0.7280804838373611
S012,R13,task,S012R13,0.746516458075814
S012,R14,task,S012R14,0.6545670752694612
S013,R01,eyes_open,S013R01,0.7646145744635802
S013,R02,eyes_closed,S013R02,0.7355468470424988
S013,R03,task,S013R03,0.7649197337895882
S013,R04,task,S013R04,0.6932513561053456
S013,R05,task,S013R05,0.8343181622319257
S013,R06,task,S013R06,0.7516501042129884
S013,R07,task,S013R07,0.6907241347148619
S013,R08,task,S013R08,0.7792507959242955
S013,R09,task,S013R09,0.7959406807055736
S013,R10,task,S013R10,0.8535143583537912
S013,R11,task,S013R11,0.7496872718429687
S013,R12,task,S013R12,0.8129314851782325
S013,R13,task,S013R13,0.7899745380877367
S013,R14,task,S013R14,0.7365863743399234
S014,R01,eyes_open,S014R01,0.7605709825138276
S014,R02,eyes_closed,S014R02,0.8385454137575927
S014,R03,task,S014R03,0.7362883430580341
S014,R04,task,S014R04,0.7539082033528306
S014,R05,task,S014R05,0.7457427110291505
S014,R06,task,S014R06,0.7013680709620684
S014,R07,task,S014R07,0.7445387577424185
S014,R08,task,S014R08,0.6541602996082311
S014,R09,task,S014R09,0.8886914243452687
S014,R10,task,S014R10,0.8700402069223301
S014,R11,task,S014R11,0.7109753610809953
S014,R12,task,S014R12,0.8934570014887978
S014,R13,task,S014R13,0.7704020762247105
S014,R14,task,S014R14,0.7426623555966342
S015,R01,eyes_open,S015R01,0.7913120903214377
S015,R02,eyes_closed,S015R02,0.9243568822864238
S015,R03,task,S015R03,0.7778953198863735
S015,R04,task,S015R04,0.8655023752517882
S015,R05,task,S015R05,0.7583898103054445
S015,R06,task,S015R06,0.8813651630772233
S015,R07,task,S015R07,0.7480038238297022
S015,R08,task,S015R08,0.8189251327812046
S015,R09,task,S015R09,0.7494554190039348
S015,R10,task,S015R10,0.7478891910039527
S015,R11,task,S015R11,0.8250646546108674
S015,R12,task,S015R12,0.8740918609616374
S015,R13,task,S015R13,0.8229970761621578
S015,R14,task,S015R14,0.8065434102863993
S016,R01,eyes_open,S016R01,0.5959928487615141
S016,R02,eyes_closed,S016R02,0.6586189744603745
S016,R03,task,S016R03,0.7063024345283337
S016,R04,task,S016R04,0.6257470370767929
S016,R05,task,S016R05,0.783918725447191
S016,R06,task,S016R06,0.5865014620157853
S016,R07,task,S016R07,0.7618265983544068
S016,R08,task,S016R08,0.600088833572542
S016,R09,task,S016R09,0.7611719198516441
S016,R10,task,S016R10,0.7768473806831957
S016,R11,task,S016R11,0.6934085663936496
S016,R12,task,S016R12,0.8532453364785066
S016,R13,task,S016R13,0.602765641312029
S016,R14,task,S016R14,0.7204312072880565
S017,R01,eyes_open,S017R01,0.6946498582359623
S017,R02,eyes_closed,S017R02,0.7358412869658051
S017,R03,task,S017R03,0.8044305075683965
S017,R04,task,S017R04,0.5502568192328048
S017,R05,task,S017R05,0.8065484186325272
S017,R06,task,S017R06,0.8632400853833431
S017,R07,task,S017R07,0.717824926530924
S017,R08,task,S017R08,0.8399600623679461
S017,R09,task,S017R09,0.645684520288124
S017,R10,task,S017R10,0.6838189052852124
S017,R11,task,S017R11,0.7865983024838733
S017,R12,task,S017R12,0.8766614966738001
S017,R13,task,S017R13,0.845028961637176
S017,R14,task,S017R14,0.7866803999152039
S018,R01,eyes_open,S018R01,0.7080786212901039
S018,R02,eyes_closed,S018R02,0.8027038672308243
S018,R03,task,S018R03,0.7844030415010281
S018,R04,task,S018R04,0.6822715908155507
S018,R05,task,S018R05,0.671670395065108
S018,R06,task,S018R06,0.5777105179974789
S018,R07,task,S018R07,0.793158936035005
S018,R08,task,S018R08,0.6635165347473053
S018,R09,task,S018R09,0.7319901264351363
S018,R10,task,S018R10,0.6970766380007077
S018,R11,task,S018R11,0.8159798113566458
S018,R12,task,S018R12,0.6915561487742485
S018,R13,task,S018R13,0.7553075002954499
S018,R14,task,S018R14,0.5965871403956157
S019,R01,eyes_open,S019R01,0.7142950756651961
S019,R02,eyes_closed,S019R02,0.7913155328093268
S019,R03,task,S019R03,0.8596412787393167
S019,R04,task,S019R04,0.7709537368053065
S019,R05,task,S019R05,0.7154418814208643
S019,R06,task,S019R06,0.6501123452485054
S019,R07,task,S019R07,0.8344754224184119
S019,R08,task,S019R08,0.7536542651741549
S019,R09,task,S019R09,0.8546350747222056
S019,R10,task,S019R10,0.6706081230923618
S019,R11,task,S019R11,0.7576666044397414
S019,R12,task,S019R12,0.7360148230001596
S019,R13,task,S019R13,0.7486124271212519
S019,R14,task,S019R14,0.7661576255107616
S020,R01,eyes_open,S020R01,0.6837670030895981
S020,R02,eyes_closed,S020R02,0.8175271394564434
S020,R03,task,S020R03,0.7495137833369674
S020,R04,task,S020R04,0.6782885805904487
S020,R05,task,S020R05,0.719478391776201
S020,R06,task,S020R06,0.665940996466046
S020,R07,task,S020R07,0.5954693725640509
S020,R08,task,S020R08,0.6399591160206721
S020,R09,task,S020R09,0.6382390147660099
S020,R10,task,S020R10,0.6611337484158302
S020,R11,task,S020R11,0.6196948315530294
S020,R12,task,S020R12,0.7011851550259267
S020,R13,task,S020R13,0.8542810772172804
S020,R14,task,S020R14,0.7173254450396666
S021,R01,eyes_open,S021R01,0.7347306170377851
S021,R02,eyes_closed,S021R02,1.1046909518433283
S021,R03,task,S021R03,0.662833033649771
S021,R04,task,S021R04,0.6723430277709617
S021,R05,task,S021R05,0.7433987571191902
S021,R06,task,S021R06,0.7744098748548373
S021,R07,task,S021R07,0.7161139367758617
S021,R08,task,S021R08,0.7566336209599027
S021,R09,task,S021R09,0.7138654473611039
S021,R10,task,S021R10,0.8310762625571785
S021,R11,task,S021R11,0.7706305678810962
S021,R12,task,S021R12,0.6880461872405769
S021,R13,task,S021R13,0.5710411526130847
S021,R14,task,S021R14,0.6122917305802228
S022,R01,eyes_open,S022R01,0.8013176261529955
S022,R02,eyes_closed,S022R02,0.7545434323032015
S022,R03,task,S022R03,0.7064947430416224
S022,R04,task,S022R04,0.7934043487515358
S022,R05,task,S022R05,0.8535295330057304
S022,R06,task,S022R06,0.8599788377880385
S022,R07,task,S022R07,0.6596430005285369
S022,R08,task,S022R08,0.6281996436545468
S022,R09,task,S022R09,0.8203531485875828
S022,R10,task,S022R10,0.7686087107379399
S022,R11,task,S022R11,0.7189781952214199
S022,R12,task,S022R12,0.6787808435882959
S022,R13,task,S022R13,0.8415334866981649
S022,R14,task,S022R14,0.6594298618309538
S023,R01,eyes_open,S023R01,0.6815490857359614
S023,R02,eyes_closed,S023R02,0.7849621121178213
S023,R03,task,S023R03,0.8451602146960503
S023,R04,task,S023R04,0.9013615631032585
S023,R05,task,S023R05,0.7243308092231795
S023,R06,task,S023R06,0.762898653516289
S023,R07,task,S023R07,0.8237396652595838
S023,R08,task,S023R08,0.8513199541042689
S023,R09,task,S023R09,0.7666278294776351
S023,R10,task,S023R10,0.8871794927320902
S023,R11,task,S023R11,0.8826515074431859
S023,R12,task,S023R12,0.676573296547651
S023,R13,task,S023R13,0.8225242217186767
S023,R14,task,S023R14,0.8964452921399563
S024,R01,eyes_open,S024R01,0.7367259153271687
S024,R02,eyes_closed,S024R02,0.7738018544066164
S024,R03,task,S024R03,0.7457172143736225
S024,R04,task,S024R04,0.8243165965803454
S024,R05,task,S024R05,0.8094417844274985
S024,R06,task,S024R06,0.8543313261550883
S024,R07,task,S024R07,0.7317495213463318
S024,R08,task,S024R08,0.719344327097949
S024,R09,task,S024R09,0.847890231341454
S024,R10,task,S024R10,0.6741373872019608
S024,R11,task,S024R11,0.7680792521770319
S024,R12,task,S024R12,0.7001064881079311
S024,R13,task,S024R13,0.7782806330312835
S024,R14,task,S024R14,0.7717588060715055
S025,R01,eyes_open,S025R01,0.626271332825562
S025,R02,eyes_closed,S025R02,0.8391881689971555
S025,R03,task,S025R03,0.8465027060008837
S025,R04,task,S025R04,0.7248256940370178
S025,R05,task,S025R05,0.8082204228463947
S025,R06,task,S025R06,0.7687098939769883
S025,R07,task,S025R07,0.6341921093231893
S025,R08,task,S025R08,0.7198696617139394
S025,R09,task,S025R09,0.8221949746282226
S025,R10,task,S025R10,0.6796031450671756
S025,R11,task,S025R11,0.6713977541587802
S025,R12,task,S025R12,0.7555967956652511
S025,R13,task,S025R13,0.7274686388073974
S025,R14,task,S025R14,0.7511482390312383
S026,R01,eyes_open,S026R01,0.5479284800583614
S026,R02,eyes_closed,S026R02,0.8055312510393872
S026,R03,task,S026R03,0.6933159578508707
S026,R04,task,S026R04,0.675201264671749
S026,R05,task,S026R05,0.6829905969814998
S026,R06,task,S026R06,0.5592894170451929
S026,R07,task,S026R07,0.8070382954659114
S026,R08,task,S026R08,0.6635228909274153
S026,R09,task,S026R09,0.6984852583577912
S026,R10,task,S026R10,0.7406393000846273
S026,R11,task,S026R11,0.7577045040973721
S026,R12,task,S026R12,0.6995476955476698
S026,R13,task,S026R13,0.6536206757547286
S026,R14,task,S026R14,0.7149539656320852
S027,R01,eyes_open,S027R01,0.7845380483919587
S027,R02,eyes_closed,S027R02,0.7992797025613814
S027,R03,task,S027R03,0.883403134219083
S027,R04,task,S027R04,0.9399906029778331
S027,R05,task,S027R05,0.8460023059087385
S027,R06,task,S027R06,0.7796416300938005
S027,R07,task,S027R07,0.8254959519533215
S027,R08,task,S027R08,0.8004626992823953
S027,R09,task,S027R09,0.8327885426535383
S027,R10,task,S027R10,0.9399780033145032
S027,R11,task,S027R11,0.8491678455782069
S027,R12,task,S027R12,0.7783897464065416
S027,R13,task,S027R13,0.929044543189504
S027,R14,task,S027R14,0.6940966380945028
S028,R01,eyes_open,S028R01,0.8029851988670105
S028,R02,eyes_closed,S028R02,0.9185793214900303
S028,R03,task,S028R03,0.7692469426668329
S028,R04,task,S028R04,0.6815433066736322
S028,R05,task,S028R05,0.7260313214971864
S028,R06,task,S028R06,0.6985925189023123
S028,R07,task,S028R07,0.8699195840238121
S028,R08,task,S028R08,0.7933507526758816
S028,R09,task,S028R09,0.8456650357936013
S028,R10,task,S028R10,0.7517684535092432
S028,R11,task,S028R11,0.7915222027210899
S028,R12,task,S028R12,0.7783850231212371
S028,R13,task,S028R13,0.7980779327009379
S028,R14,task,S028R14,0.7264134348821367
S029,R01,eyes_open,S029R01,0.8236965703182142
S029,R02,eyes_closed,S029R02,1.0395076235168694
S029,R03,task,S029R03,0.8350403249306492
S029,R04,task,S029R04,0.9219407524206891
S029,R05,task,S029R05,0.8663094069578869
S029,R06,task,S029R06,0.8317825628308418
S029,R07,task,S029R07,0.8436145004944373
S029,R08,task,S029R08,0.9427558423958783
S029,R09,task,S029R09,0.9102126934802259
S029,R10,task,S029R10,0.8677362326311858
S029,R11,task,S029R11,0.8368278106624991
S029,R12,task,S029R12,0.9443916042052658
S029,R13,task,S029R13,0.9428228242260545
S029,R14,task,S029R14,0.9826343854490642
S030,R01,eyes_open,S030R01,0.7141701024918253
S030,R02,eyes_closed,S030R02,0.6965049529338615
S030,R03,task,S030R03,0.8167946420428073
S030,R04,task,S030R04,0.8079199894497441
S030,R05,task,S030R05,0.8861855786635165
S030,R06,task,S030R06,0.8207931785532034
S030,R07,task,S030R07,0.7245428814514807
S030,R08,task,S030R08,0.8564151502093196
S030,R09,task,S030R09,0.8046952232748282
S030,R10,task,S030R10,0.879380413164652
S030,R11,task,S030R11,0.8363041304253228
S030,R12,task,S030R12,0.8065619313005712
S030,R13,task,S030R13,0.752445504990145
S030,R14,task,S030R14,0.8249723190212706
S031,R01,eyes_open,S031R01,0.8632284771092988
S031,R02,eyes_closed,S031R02,0.8265872333451819
S031,R03,task,S031R03,0.7788518902492946
S031,R04,task,S031R04,0.8151711997230179
S031,R05,task,S031R05,0.79742148335682
S031,R06,task,S031R06,0.7965420786825711
S031,R07,task,S031R07,0.8956181550392693
S031,R08,task,S031R08,0.8726679516411227
S031,R09,task,S031R09,0.8064634112420875
S031,R10,task,S031R10,0.7967267068521076
S031,R11,task,S031R11,0.7692541857819598
S031,R12,task,S031R12,0.7378298539110659
S031,R13,task,S031R13,0.8579561433271157
S031,R14,task,S031R14,0.6687957845682856
S032,R01,eyes_open,S032R01,0.7438982266296429
S032,R02,eyes_closed,S032R02,0.7226503502321728
S032,R03,task,S032R03,0.6982754598373684
S032,R04,task,S032R04,0.7674347361878124
S032,R05,task,S032R05,0.7397591281527884
S032,R06,task,S032R06,0.6551424849470123
S032,R07,task,S032R07,0.7466393623044877
S032,R08,task,S032R08,0.7303507885904815
S032,R09,task,S032R09,0.7627354279727966
S032,R10,task,S032R10,0.6735834115254142
S032,R11,task,S032R11,0.8042746196925432
S032,R12,task,S032R12,0.8095462025907524
S032,R13,task,S032R13,0.5909117715889486
S032,R14,task,S032R14,0.8392297376176047
S033,R01,eyes_open,S033R01,0.7336949063655417
S033,R02,eyes_closed,S033R02,0.8170044136310268
S033,R03,task,S033R03,0.7482550936030357
S033,R04,task,S033R04,0.7871639549227335
S033,R05,task,S033R05,0.7116335790568545
S033,R06,task,S033R06,0.7482734250920181
S033,R07,task,S033R07,0.8300802652639879
S033,R08,task,S033R08,0.7382790911149251
S033,R09,task,S033R09,0.6633178668312831
S033,R10,task,S033R10,0.7824985988911098
S033,R11,task,S033R11,0.6742504813731672
S033,R12,task,S033R12,0.9177924936961767
S033,R13,task,S033R13,0.8028006080947065
S033,R14,task,S033R14,0.641160191128582
S034,R01,eyes_open,S034R01,0.7916186848514264
S034,R02,eyes_closed,S034R02,0.7929374469506953
S034,R03,task,S034R03,0.7803352200728456
S034,R04,task,S034R04,1.0098271698473784
S034,R05,task,S034R05,0.7169955255281264
S034,R06,task,S034R06,0.8513468547394963
S034,R07,task,S034R07,0.805153920551559
S034,R08,task,S034R08,0.7705626823528533
S034,R09,task,S034R09,0.7795372137220203
S034,R10,task,S034R10,0.8678745220372549
S034,R11,task,S034R11,0.6410177417940621
S034,R12,task,S034R12,0.802777130769096
S034,R13,task,S034R13,0.7081738738637706
S034,R14,task,S034R14,0.9070132564003445
S035,R01,eyes_open,S035R01,0.8068336444238651
S035,R02,eyes_closed,S035R02,0.7309403220035632
S035,R03,task,S035R03,0.8616295012460774
S035,R04,task,S035R04,0.8789720221530469
S035,R05,task,S035R05,0.8173692915418307
S035,R06,task,S035R06,0.7332964709420424
S035,R07,task,S035R07,0.7750395302436169
S035,R08,task,S035R08,0.7939263771615914
S035,R09,task,S035R09,0.8285921304057613
S035,R10,task,S035R10,0.8179995491350144
S035,R11,task,S035R11,0.7649185638475614
S035,R12,task,S035R12,0.8759074138226902
S035,R13,task,S035R13,0.7876414164946044
S035,R14,task,S035R14,0.8421544103360226
S036,R01,eyes_open,S036R01,0.5777529007191206
S036,R02,eyes_closed,S036R02,0.7819789333009656
S036,R03,task,S036R03,0.729334509303219
S036,R04,task,S036R04,0.8301901557930645
S036,R05,task,S036R05,0.8876420825488744
S036,R06,task,S036R06,0.8578800672349269
S036,R07,task,S036R07,0.8124336758350343
S036,R08,task,S036R08,0.8179920845545153
S036,R09,task,S036R09,0.8129097472462062
S036,R10,task,S036R10,0.7101942507355352
S036,R11,task,S036R11,0.7614822488612006
S036,R12,task,S036R12,0.8273984632491695
S036,R13,task,S036R13,0.841606584916857
S036,R14,task,S036R14,0.7867021595800768
S037,R01,eyes_open,S037R01,0.5798367793479771
S037,R02,eyes_closed,S037R02,0.8101414457211308
S037,R03,task,S037R03,0.5809538303630206
S037,R04,task,S037R04,0.7459557696539209
S037,R05,task,S037R05,0.80435042668418
S037,R06,task,S037R06,0.6256455753757011
S037,R07,task,S037R07,0.8087142127870324
S037,R08,task,S037R08,0.6221710566954692
S037,R09,task,S037R09,0.5753787929639317
S037,R10,task,S037R10,0.625130708311326
S037,R11,task,S037R11,0.8695330412937238
S037,R12,task,S037R12,0.5761662590502022
S037,R13,task,S037R13,0.8006055293207816
S037,R14,task,S037R14,0.5795718250258131
S038,R01,eyes_open,S038R01,0.6186634639434009
S038,R02,eyes_closed,S038R02,0.9118819430483023
S038,R03,task,S038R03,0.8490411201404878
S038,R04,task,S038R04,0.9095263364640104
S038,R05,task,S038R05,0.7775705337505483
S038,R06,task,S038R06,0.7417351248214076
S038,R07,task,S038R07,0.809888745425165
S038,R08,task,S038R08,0.7764447167522082
S038,R09,task,S038R09,0.8816614759085365
S038,R10,task,S038R10,0.8405838488856875
S038,R11,task,S038R11,0.7934531929540717
S038,R12,task,S038R12,0.8335175111059205
S038,R13,task,S038R13,0.8182036850769036
S038,R14,task,S038R14,0.7876100965656401
S039,R01,eyes_open,S039R01,0.7375372341270316
S039,R02,eyes_closed,S039R02,0.6502350402819637
S039,R03,task,S039R03,0.8306817124102631
S039,R04,task,S039R04,0.7882462778093544
S039,R05,task,S039R05,0.79256244513369
S039,R06,task,S039R06,0.8497975371972175
S039,R07,task,S039R07,0.7701172051777873
S039,R08,task,S039R08,0.8137584554399945
S039,R09,task,S039R09,0.8076845090097796
S039,R10,task,S039R10,0.7931900955493123
S039,R11,task,S039R11,0.8495352117720544
S039,R12,task,S039R12,0.8982387645692956
S039,R13,task,S039R13,0.8128336599991738
S039,R14,task,S039R14,0.6376201521640997
S040,R01,eyes_open,S040R01,0.8128734937525789
S040,R02,eyes_closed,S040R02,0.694980954244161
S040,R03,task,S040R03,0.6462578302327348
S040,R04,task,S040R04,0.8230832816117084
S040,R05,task,S040R05,0.7148338083185
S040,R06,task,S040R06,0.7693323264366367
S040,R07,task,S040R07,0.6668786149011344
S040,R08,task,S040R08,0.7970667367689033
S040,R09,task,S040R09,0.7667660724976173
S040,R10,task,S040R10,0.6579231836092752
S040,R11,task,S040R11,0.7360263380340872
S040,R12,task,S040R12,0.727470523956083
S040,R13,task,S040R13,0.6712490294258315
S040,R14,task,S040R14,0.8288565841766672
S041,R01,eyes_open,S041R01,0.7512071543265466
S041,R02,eyes_closed,S041R02,0.7958532611701392
S041,R03,task,S041R03,0.6582080267475324
S041,R04,task,S041R04,0.788834658568577
S041,R05,task,S041R05,0.7469561593451683
S041,R06,task,S041R06,0.7190489943608056
S041,R07,task,S041R07,0.786831056181519
S041,R08,task,S041R08,0.6660969117954725
S041,R09,task,S041R09,0.47368651417294994
S041,R10,task,S041R10,0.7264962692329928
S041,R11,task,S041R11,0.671534646323624
S041,R12,task,S041R12,0.7548056663745811
S041,R13,task,S041R13,0.679585808644472
S041,R14,task,S041R14,0.7164459839965874
S042,R01,eyes_open,S042R01,0.7585748223650102
S042,R02,eyes_closed,S042R02,0.9542773197824386
S042,R03,task,S042R03,0.7831719562846071
S042,R04,task,S042R04,0.7201722276000314
S042,R05,task,S042R05,0.7313632880070802
S042,R06,task,S042R06,0.8343363767503459
S042,R07,task,S042R07,0.8163697945518593
S042,R08,task,S042R08,0.8435056746838246
S042,R09,task,S042R09,0.8380857174638892
S042,R10,task,S042R10,0.79430222009823
S042,R11,task,S042R11,0.8421468764185438
S042,R12,task,S042R12,0.8136118381125225
S042,R13,task,S042R13,0.8820262270579402
S042,R14,task,S042R14,0.7840603755310721
S043,R01,eyes_open,S043R01,0.8066858807669572
S043,R02,eyes_closed,S043R02,1.0006988077252035
S043,R03,task,S043R03,0.9136584448050763
S043,R04,task,S043R04,0.7901268059496492
S043,R05,task,S043R05,0.7746268383225947
S043,R06,task,S043R06,0.7603578360590435
S043,R07,task,S043R07,0.8129249398731054
S043,R08,task,S043R08,0.7780807710785294
S043,R09,task,S043R09,0.6903125551145605
S043,R10,task,S043R10,0.7579066433787476
S043,R11,task,S043R11,0.7547496125507293
S043,R12,task,S043R12,0.8794047315084582
S043,R13,task,S043R13,0.8920382818931885
S043,R14,task,S043R14,0.7688453215893084
S044,R01,eyes_open,S044R01,0.901126911796571
S044,R02,eyes_closed,S044R02,1.0850310087638135
S044,R03,task,S044R03,0.8386197318824102
S044,R04,task,S044R04,0.7510350120594208
S044,R05,task,S044R05,0.8224579097360444
S044,R06,task,S044R06,0.8121658409637541
S044,R07,task,S044R07,0.8853754769440064
S044,R08,task,S044R08,0.8568721981240877
S044,R09,task,S044R09,0.8657376553403016
S044,R10,task,S044R10,0.8565442221760672
S044,R11,task,S044R11,0.8341201132894678
S044,R12,task,S044R12,0.8973665800481324
S044,R13,task,S044R13,0.8196108809617364
S044,R14,task,S044R14,0.9699977843196858
S045,R01,eyes_open,S045R01,0.8310368340520257
S045,R02,eyes_closed,S045R02,0.766862592003296
S045,R03,task,S045R03,0.7126819935652584
