subject,eyes_closed,eyes_open,diff
S081,0.9482823552859995,0.5914357851217883,0.3568465701642112
S082,0.9057905840415585,0.7201401020781479,0.1856504819634106
S083,0.7751007465757646,0.7026923061505793,0.07240844042518524
S084,0.6738187047799344,0.6582985953026698,0.015520109477264676
S085,0.8011629522650374,0.8450914875606511,-0.04392853529561369
S086,0.8925754756648985,0.6844485300936346,0.20812694557126388
S087,1.079410460286543,0.8514821186558806,0.22792834163066245
S088,0.7581247856138108,0.8439430720819052,-0.08581828646809442
S089,0.830224370104579,0.7527890732615163,0.0774352968430626
S090,0.7747937696925301,0.8775716867179812,-0.10277791702545114
S091,0.9879250397759205,0.7494086541169424,0.23851638565897815
S092,0.9391162384403182,0.7677339883744471,0.17138225006587116
S093,0.7271876160445552,0.7302519693243298,-0.003064353279774612
S094,0.7273641131660311,0.620601787687049,0.10676232547898212
S095,0.8304304377739534,0.6266276812492745,0.20380275652467894
S096,0.7920352075552594,0.7248487428708094,0.06718646468445
S097,0.9660417358013318,0.8754779102717751,0.09056382552955666
S098,0.8855569295989928,0.858433789934494,0.027123139664498752
S099,0.7542244492245422,0.7215102089817772,0.032714240242765036
S100,0.9450187881879807,0.9458707529754657,-0.00085196478748506
S101,0.867644012899278,0.7592770234955831,0.10836698940369482
S102,0.8345208471757865,0.6019233618907918,0.2325974852849947
S103,0.7688231153960923,0.7392257881090777,0.029597327287014585
S104,0.8400623025135014,0.9091691574042736,-0.06910685489077217
S105,0.8547953091098867,0.7380145889125415,0.1167807201973452
S106,0.8793619742606547,0.731923299553616,0.14743867470703864
S107,0.9411167843674716,0.8047485581744434,0.13636822619302824
S108,0.8266432016045782,0.619818667345362,0.2068245342592162
S109,0.8040859882799785,0.75456267964785,0.049523308632128504
